path,header,target,translated
StrStr.csv,en,Players who use IE or Opera browsers may encounter lag issues. We recommend Chrome，FireFox or Edge browsers.,"인터넷 익스플로러 또는 오페라 브라우저에서는 게임이 원할하게 구동되지 않을 수 있습니다. 크롬, 파이어폭스, 엣지 브라우저를 사용하는 것을 추천합니다."
StrStr.csv,en,Mangan at Draw,유국만관
StrStr.csv,en,Four-Wind Discarded,사풍연타
StrStr.csv,en,Four-kan Abortion,사깡유국
StrStr.csv,en,Four-player Riichi,사가리치
StrStr.csv,en,Nine Different Terminals and Honors,구종구패
StrStr.csv,en,Three Rons Draw,트리플론
StrStr.csv,en,Ippatsu,일발
StrStr.csv,en,Exhaustive Draw,유국
StrStr.csv,en,Nine Terminal Initial Draw,구종구패
StrStr.csv,en,Four Winds Draw,사풍연타
StrStr.csv,en,Four Quads Draw,사깡유국
StrStr.csv,en,Four Riichi Draw,사가리치
StrStr.csv,en,Tsumo,쯔모
StrStr.csv,en,Ron,론
StrStr.csv,en,Riichi,리치
StrStr.csv,en,Furiten,후리텐
StrStr.csv,en,Deal-in,방총
StrStr.csv,en,Cancel,취소
StrStr.csv,en,4-Player,4인
StrStr.csv,en,3-Player,3인
StrStr.csv,en,1 Han,1판
StrStr.csv,en,2 Han,2판
StrStr.csv,en,3 Han,3판
StrStr.csv,en,6 Han,6판
StrStr.csv,en,Mangan,만관
StrStr.csv,en,Yakuman,역만
StrStr.csv,en,Double Yakuman,더블 역만
StrStr.csv,en,Draw,유국
StrStr.csv,en,Menzenchin Only,멘젠 한정
StrStr.csv,en,Yaku Overview,역 요약
StrStr.csv,en,Close,닫기
StrStr.csv,en,나가기,Exit
StrStr.csv,en,Auto Arrange,자동정렬
StrStr.csv,en,Auto Call Win,자동화료
StrStr.csv,en,No Chii/Pon/Kan,울기금지
StrStr.csv,en,Auto Draw & Discard,자동쯔모기리
StrStr.csv,en,4 Han,4판
StrStr.csv,en,Local Yaku,로컬역
StrStr.csv,en,Logging In...,로그인 중...
StrStr.csv,en,View Yaku,역 보기
StrStr.csv,en,Log Out,로그아웃
StrStr.csv,en,Rank,랭킹
StrStr.csv,en,Info,정보
StrStr.csv,en,Turn,순:
StrStr.csv,en,Wall,패산
StrStr.csv,en,Repeat Counter,연장
StrStr.csv,en,Ranked Match,단위전
StrStr.csv,en,Recent High Score,최근 고득점
StrStr.csv,en,Confirm,확인
StrStr.csv,en,Trends,트렌드
StrStr.csv,en,Detailed Info,상세 정보
StrStr.csv,en,East Round,동풍전
StrStr.csv,en,1st,1위
StrStr.csv,en,2nd,2위
StrStr.csv,en,3rd,3위
StrStr.csv,en,4th,4위
StrStr.csv,en,Negative,들통
StrStr.csv,en,Total Played,총 플레이 수
StrStr.csv,en,Avg Score,평균 점수
StrStr.csv,en,Avg Rank,평균 순위
StrStr.csv,en,Max Repeats,최대 연장
StrStr.csv,en,Win Rate,승률
StrStr.csv,en,Tsumo Rate,쯔모 비율
StrStr.csv,en,Deal-in Rate,방총율
StrStr.csv,en,Call Rate,울기 비율
StrStr.csv,en,Riichi Rate,리치 비율
StrStr.csv,en,South Round,반장전
StrStr.csv,en,Yaku Achieved,달성한 역
StrStr.csv,en,Quest,퀘스트
StrStr.csv,en,Settings,설정
StrStr.csv,en,BGM,배경음
StrStr.csv,en,Mute,음소거
StrStr.csv,en,SE,효과음
StrStr.csv,en,Voice,음성
StrStr.csv,en,Audio,오디오
StrStr.csv,en,Preference,환경설정
StrStr.csv,en,Single tap,한번 터치
StrStr.csv,en,Double tap,두번 터치
StrStr.csv,en,Message,메시지
StrStr.csv,en,Anybody,누구나
StrStr.csv,en,Friends only,친구만
StrStr.csv,en,Forbid all,모두 금지
StrStr.csv,en,Others,기타
StrStr.csv,en,High FPS mode,고사양 모드
StrStr.csv,en,Power saving mode,저사양 모드
StrStr.csv,en,Restart Now,지금 재시작
StrStr.csv,en,Authentication,인증
StrStr.csv,en,Gift Code,기프트 코드
StrStr.csv,en,Tutorials,튜토리얼
StrStr.csv,en,View Yaku,역 보기
StrStr.csv,en,Log Out,로그아웃
StrStr.csv,en,Tap to close,탭하여 닫기
StrStr.csv,en,Added to titles,타이틀에 추가됨
StrStr.csv,en,Enter a Gift Code to claim rewards,보상을 받기 위해 기프트 코드 입력
StrStr.csv,en,Mute this for 5m,5분 동안 음소거
StrStr.csv,en,Join,참가
StrStr.csv,en,Invites you to join,게임 초대
StrStr.csv,en,Auto-cancel after 3 minutes,3분 뒤 자동 취소
StrStr.csv,en,Add,추가
StrStr.csv,en,Enter number,번호 입력
StrStr.csv,en,No Red Five,적도라 없음
StrStr.csv,en,3 Red Five,적도라 3개
StrStr.csv,en,4 Red Five,적도라 4개
StrStr.csv,en,2 Red Five,적도라 2개
StrStr.csv,en,Just now,지금
StrStr.csv,en,minutes,분
StrStr.csv,en,hours,시간
StrStr.csv,en,days,일
StrStr.csv,en,weeks,주
StrStr.csv,en,months,개월
StrStr.csv,en,Second,초
StrStr.csv,en,Minute,분
StrStr.csv,en,Hour,시
StrStr.csv,en,Day,일
StrStr.csv,en,AI(Easy),AI(쉬움)
StrStr.csv,en,AI(Normal),AI(보통)
StrStr.csv,en,Friendly Match,친선전
StrStr.csv,en,4-Player (1 Game),4인 (단판)
StrStr.csv,en,4-Player East,4인 동풍전
StrStr.csv,en,4-Player South,4인 반장전
StrStr.csv,en,4-Player (vs AI),4인 (vs AI)
StrStr.csv,en,3-Player (1 Game),3인 (단판)
StrStr.csv,en,3-Player East,3인 동풍전
StrStr.csv,en,3-Player South,3인 반장전
StrStr.csv,en,3-Player (vs AI),3인 (vs AI)
StrStr.csv,en,Current version,현재 버전
StrStr.csv,en,Join Room #,참가: Room #
StrStr.csv,en,Mode,모드
StrStr.csv,en,Thinking Time,턴 시간 제한
StrStr.csv,en,Number of Red Five,적도라 수
StrStr.csv,en,Open Tanyao,쿠이탕
StrStr.csv,en,No,아니오
StrStr.csv,en,Yes,예
StrStr.csv,en,Starting Points,시작 점수
StrStr.csv,en,Minimum Points to Win,최소 승리 점수
StrStr.csv,en,Negative Points,들통 점수
StrStr.csv,en,Upper Limit,상한
StrStr.csv,en,Riichi Points,리치 점수
StrStr.csv,en,Repeat Counter Points,연장 점수
StrStr.csv,en,No-Tenpai Penalty,노텐 패널티
StrStr.csv,en,Game Tips,게임 팁
StrStr.csv,en,Enable,활성화
StrStr.csv,en,Disable,비활성화
StrStr.csv,en,Finding opponents,상대방을 찾는 중
StrStr.csv,en,Starting soon,잠시 후 시작: 
StrStr.csv,en,Ranked,단위전
GameLiveSelectFilters.csv,name1_en,Friends Room,친선전
